"card_codename","update_date","text_ruling","question","answer","nsg_rules_team_verified"
"deep_data_mining","2017-05-02","","####UFAQ [Michael Boggs]
If the Runner has 4 unused MU when they play Deep Data Mining, do they access 4 cards or 5 cards from R&D?","The Runner accesses 5 cards. “Up to” limits the number of additional accesses the Runner can get, not the total number of accesses.","False"
"deep_dive","2022-09-10","","If the Runner has more than 2<span class=""icon icon-click""></span> remaining when they play [Deep Dive](/en/card/33022), can they pay multiple additional <span class=""icon icon-click""></span> to access more than 2 cards?","No. [Deep Dive](/en/card/33022) grants a single opportunity to pay 1<span class=""icon icon-click""></span> to access 1 additional card.","True"
"demolition_run","2017-04-08","The Runner can trash an agenda accessed with Demolition Run, instead of stealing it. [Official FAQ]","","","False"
"deuces_wild","2017-04-12","","####UFAQ [Damon Stone]
When does the Runner choose and resolve the second option for Deuces Wild?","The Runner does not have to choose which mode to resolve next until the first has finished resolving.

Can the Runner choose the same option on Deuces Wild twice?","False"
"devil_charm","2020-03-20","","####[NISEI](https://nisei.net) [Uprising Release Notes](https://nisei.net/files/Uprising_Release_Notes.pdf) [NISEI Rules Team]
Can the Runner use Devil Charm to lower the strength of a piece of ice to 0 or less before using Chisel to trash it?","Yes. Devil Charm and Chisel meet their trigger conditions at the same time, so the Runner can choose the order to trigger and resolve the two abilities. Chisel does not check the ice's strength until its ability resolves.

If the Runner uses Devil Charm to lower the strength of a piece of ice to a negative value during a run made with Prey, can the Runner trash that ice when they pass it? How many cards do they need to trash?","False"
"dhegdheer","2017-05-02","","####UFAQ [Michael Boggs]
Dhegdheer's middle ability is worded like a conditional ability that triggers *after* the install action. Does Dhegdheer actually reduce the cost to install programs on it?","Yes. Interpret the text as if it read ""Lower the install cost of programs you install on Dhegdheer by 1.""","False"
"dianas_hunt","2017-10-17","","####[ANCUR](https://twitter.com/anr_ruleswiki) UFAQ [Michael Boggs]
If the Runner uses Diana's Hunt to install a [Femme Fatale](/en/card/01026) targeting the encountered ice, can they then use Femme Fatale to bypass that ice?","No. The Femme Fatale was not installed at the time that its trigger condition would have been met.","False"
"digital_rights_management","2020-04-15","","####[NISEI](https://nisei.net) [Uprising Release Notes](https://nisei.net/files/Uprising_Release_Notes.pdf) [NISEI Rules Team]
Can the Corp play Digital Rights Management on the first turn of the game?","No. The ""Play only if…"" restriction is not satisfied, because there is no ""Runner's last turn"" to check as to whether there were any successful runs on HQ.","False"
"dinosaurus","2017-04-09","If there is an icebreaker already installed on Dinosaurus, the Runner
can install a different icebreaker onto Dinosaurus, trashing the
previously installed icebreaker. [Official FAQ]","","","False"
"dinosaurus","2017-04-09","If the Runner has no free MU but a Dinosaurus that is not currently
hosting an icebreaker, he can install an icebreaker on Dinosaurus
without trashing a program. Declaring where a program is hosted is part of the install action, and so the memory cost of the program
does not need to be taken into account. [Official FAQ]","","","False"
"direct_access","2019-04-27","","####[NISEI](http://nisei.net) [Downfall Release Notes](http://nisei.net/products/Downfall/DFReleaseNotes#QandAforDownfall) [NISEI Rules Team]
Playing against Replicating Perfection, can the Runner use Direct Access to run on a remote server if they have not run on any central servers yet that turn?","Yes. The identities lose their abilities as soon as Direct Access becomes active, before the run begins and the attacked server is declared.

Playing as Apex, can the Runner use DaVinci to install a non-virtual resource during a Direct Access run?","False"
"direct_access","2019-12-27","","If the Runner uses Direct Access to run a remote server against Replicating Perfection, do they have to run a central server to run another remote server?","Yes. Replicating Perfection must register a central server run when they regain their ability, before a remote server can be attacked.","False"
"disposable_hq","2017-05-02","","####UFAQ [Damon Stone]
In what order are the cards added to the bottom of R&D with Disposable HQ?","In the order of the Corp’s choice. Disposable HQ implicitly gives the choice to the Corp due to being a Corp card effect. ([CBI Raid](/en/card/10022), for example, specifies the choice because it is a Runner card effect.)

Does Disposable HQ trigger from Archives?","False"
"disrupter","2017-04-09","Disrupter cannot be used once the Corp has bid during a trace
attempt. It must be used when the trace is being initiated, and it
prevents the entire trace before re-initiating it with a base trace
strength of 0. [Official FAQ]","","","False"
"district_99","2022-05-27","","####[ANCUR](https://twitter.com/anr_ruleswiki) [UFAQ 24](http://ancur.wikia.com/wiki/Reign_and_Reverie_UFAQ) [Michael Boggs]
If damage is the first time in a turn that a program or hardware is put into the heap, does District 99 gain a power counter?","Yes. Damage causes cards to be trashed.

If discarding at the end of the Runner's turn is the first time that turn a program or hardware is put into the heap, does District 99 gain a power counter?","True"
"divert_power","2022-07-08","","####[ANCUR](https://twitter.com/anr_ruleswiki) [UFAQ 24](http://ancur.wikia.com/wiki/Reign_and_Reverie_UFAQ) [Michael Boggs]
Can the Corp play Divert Power but choose not to derez or rez any cards?","Yes. To play Divert Power, it must have the potential to change the game state (via at least one rezzed card that can be derezzed and/or at least one unrezzed card that can be rezzed), but when the operation actually resolves, the Corp does not have to do anything since all of Divert Power's effects are adjustable.

Audited by NISEI Rules (2022.07).","True"
"divested_trust","2019-04-27","","####[NISEI](http://nisei.net) [Downfall Release Notes](http://nisei.net/products/Downfall/DFReleaseNotes#QandAforDownfall) [NISEI Rules Team]
Can the Corp use Divested Trust to stop the Runner from winning after stealing their 7th agenda point?","No. The Runner wins the game while Divested Trust’s ability is still pending.

If the Corp uses Divested Trust to snatch a 3-point agenda from the Runner, but the Runner steals that agenda again, how much damage does Punitive Counterstrike do?","False"
"divide_and_conquer","2022-05-27","","####[ANCUR](https://twitter.com/anr_ruleswiki) [UFAQ 24](http://ancur.wikia.com/wiki/Reign_and_Reverie_UFAQ) [Michael Boggs]
Can the Runner access upgrades installed in the root of R&D or HQ with Divide and Conquer?","No.

What happens if the Runner uses [The Turning Wheel](/en/card/10085) during a run made with Divide and Conquer?","True"
"divide_and_conquer","2022-06-09","","####[NISEI](http://nisei.net) [NISEI Rules Team Update]
If the Runner plays Divide and Conquer with an [Aumakua](/en/card/12104) installed, how many times does Aumakua trigger?","Aumakua will trigger up to three times, once for each server breached with no cards trashed or stolen.

Updated (2022.05).","True"
"diviner","2021-10-11","","What happens if [Diviner](/en/card/30046) trashes a card with a play or install cost of 0?","[Diviner](/en/card/30046) will not end the run.","True"
"diviner","2021-10-11","","What happens if [Diviner](/en/card/30046) trashes a card with play or install cost of X?","[Diviner](/en/card/30046) will not end the run. A play or install cost of X is considered to be 0 until the card is played or installed.","True"
"diviner","2021-10-11","","Does [Diviner](/en/card/30046)’s subroutine require you to trash cards from HQ like [Anoetic Void](/en/card/30050)?","No. [Diviner](/en/card/30046)’s subroutine is checking the install/play cost of the card that was trashed from the Runner’s grip by the net damage.","True"
"diwan","2017-05-01","","####UFAQ [Damon Stone]
Can Diwan increase the install cost of an upgrade installed in the root of a central server?","No. Cards installed in the root of a central server are not in that central server.","False"
"dj_fenris","2022-05-10","","####[ANCUR](https://twitter.com/anr_ruleswiki) [UFAQ 24](http://ancur.wikia.com/wiki/Reign_and_Reverie_UFAQ) [Michael Boggs]
What happens if DJ Fenris is flipped facedown by [Apocalypse](/en/card/09030)?","The identity remains hosted on DJ Fenris but has no effect on the game as it is not active. If DJ Fenris is turned back faceup, it will have the text of the hosted identity again.

What happens if DJ Fenris is blanked by [Dr. Lovegood](/en/card/09042)?","True"
"djinn","2017-04-08","The Runner cannot move other installed programs to Djinn when it is installed. [Official FAQ]","","","False"
"djinn","2017-04-08","When the Runner installs a program, they have the choice of installing it directly into their rig or on Djinn. Thy cannot move programs onto Djinn at a later point. [Official FAQ]","","","False"
"docklands_pass","2021-10-11","","If breaching HQ is replaced with another effect, such as gaining 2<span class=""icon icon-credit""></span> with [Security Testing](/en/card/31024), will the Runner get the additional access with [Docklands Pass](/en/card/30013) if they make a successful run on HQ again later in the turn?","Yes. “The first time you breach HQ” refers to a breach actually taking place, not just reaching the “Breach the attacked server.” step of the run.","True"
"door_to_door","2017-04-12","","####UFAQ [Michael Boggs]
Does Door to Door give the Runner 1 tag if the trace is unsuccessful or if the runner is not tagged?","Door to Door does not give the tag if the trace is unsuccessful, but rather only if the trace is successful and the Runner is not tagged.","False"
"drafter","2020-04-10","","####[NISEI](https://nisei.net) [Uprising Release Notes](https://nisei.net/files/Uprising_Release_Notes.pdf) [NISEI Rules Team]
If the Corp installs a piece of ice with Drafter's second subroutine, can they force the Runner to approach the new ice by trashing Drafter and/or other ice protecting the attacked server as part of that install?","No. The new ice must be installed in the outermost position protecting the server. Since the Runner already has a position relative to the other ice protecting the server, the new ice will necessarily have a position outward from the Runner. Trashing multiple ice does not allow new ice to ""leapfrog"" the Runner's position, but just moves the Runner 1 position toward the server for each trashed piece of ice that was inward from their earlier position.","False"
"dreamnet","2020-03-20","","####[NISEI](https://nisei.net) [Uprising Release Notes](https://nisei.net/files/Uprising_Release_Notes.pdf) [NISEI Rules Team]
If the Runner is resolving DreamNet's ability, but they are unable to draw a card because their stack is empty or the Corp resolved the subroutine on Lockdown, do they still gain a credit?","Yes, as long as they meet one of the specified conditions of having a digital identity or at least 2[link]. The second sentence of the ability is not in any way dependent on the effects of the first sentence. The word ""also"" is used only to make clear that both sentences are part of the same ability.","False"
"dummy_box","2017-10-17","","####[ANCUR](https://twitter.com/anr_ruleswiki) UFAQ [Michael Boggs]
If the Corp trashes a [NetChip](/en/card/10024) hosting a program, can the Runner trash a program from grip to use Dummy Box to save the hosted program?","No. The program hosted on NetChip is trashed by the hosting rules and not by the Corp. Trashing hosted cards when the host is uninstalled cannot be prevented.

If the first subroutine on [Conundrum](/en/card/12120) resolves, can the Runner use Dummy Box to save the chosen program?","False"
"dzmz_optimizer","2021-10-10","","If I have multiple [DZMZ Optimizer](/en/card/30022)s installed, do their discounts stack?","Yes. If you have 2 [DZMZ Optimizer](/en/card/30022)s installed, you will pay 2[c] less to install your first program each turn.","True"
"e3_feedback_implants","2017-04-09","e3 Feedback Implants triggers itself, so the Runner can break all
subroutines on a **bioroid** ice by paying credits after spending a
single click. [Official FAQ]","","","False"
"e3_feedback_implants","2017-04-09","If multiple subroutines are broken at the same time, e3 Feedback
Implants triggers once for each subroutine. [Official FAQ]","","","False"
"earth_station_sea_headquarters","2020-04-16","","####[NISEI](https://nisei.net) [Uprising Release Notes](https://nisei.net/files/Uprising_Release_Notes.pdf) [NISEI Rules Team]
What happens if there is more than one remote server when an effect disabling Earth Station's ""Limit 1 remote server."" ability (such as Employee Strike or Direct Access) ends?","The game state is now illegal, so in the next checkpoint after Earth Station's ability becomes active again, the Corp must choose exactly 1 remote server they will keep. The game trashes all cards in and protecting all other remote servers. This trashing cannot be prevented.

What happens if the previous situation occurs while Architect is rezzed protecting a remote server?","False"
"eater","2017-04-09","If the Runner access Archives after using Eater, all cards are turned
faceup but no individual cards are accessed. [Official FAQ]","","","False"
"eavesdrop","2018-08-01","","####[ANCUR](https://twitter.com/anr_ruleswiki) [UFAQ 24](http://ancur.wikia.com/wiki/Reign_and_Reverie_UFAQ) [Michael Boggs]
Can the Runner prevent the Eavesdrop trace with [Hunting Grounds](/en/card/09035)?","No. Hunting Grounds prevents ""when encountered"" abilities on ice, and the trace ability from Eavesdrop is on a condition counter.","False"
"echo","2022-10-22","","Does [Echo](https://netrunnerdb.com/en/card/33035) get a power counter from itself?","Yes. When [Echo](https://netrunnerdb.com/en/card/33035) is rezzed, it becomes active before the checkpoint in which its own ability’s trigger condition is met.","True"
"edward_kim_humanitys_hammer","2017-04-09","If the first operation Edward Kim accesses is in Archives, then he
cannot trash another operation with his ability that turn. [Official FAQ]","","","False"
"egret","2022-04-24","","If an ice with a hosted [Egret](https://netrunnerdb.com/en/card/31032) is derezzed, does the ice still gain the subtypes from [Egret](https://netrunnerdb.com/en/card/31032)?","Yes, facedown corp cards still have subtypes as normal and [Egret](https://netrunnerdb.com/en/card/31032) still grants the subtypes <b>sentry</b>, <b>code gate</b> and <b>barrier</b> to the ice.","True"
"ekomind","2017-04-09","The memory limit from Ekomind is modified by other card abilities
(e.g. a Runner with 5 cards in his or her grip and an [Akamatsu Mem Chip](/en/card/01038) installed has 6<span class=""icon icon-mu""></span>). [Official FAQ]","","","False"
"election_day","2017-05-02","","####UFAQ [Damon Stone]
What does the parenthetical ""(minimum of 1)"" mean on Election Day?","The text ""(minimum of 1)"" prohibits the Corp from playing Election Day unless at least one card is trashed by its effect.","False"
"emergency_shutdown","2022-04-24","","Can the Runner play [Emergency Shutdown](https://netrunnerdb.com/en/card/31016) on their second click after they ran HQ with an active [Crisium Grid](https://netrunnerdb.com/en/card/31079) that was trashed during the breach?","No, the Runner did not make a successful run on HQ due to [Crisium Grid](https://netrunnerdb.com/en/card/31079)’s ability. Trashing [Crisium Grid](https://netrunnerdb.com/en/card/31079) does not retroactively make the run successful.","True"
"emergent_creativity","2018-02-02","","####[ANCUR](https://twitter.com/anr_ruleswiki) [UFAQ 20](http://ancur.wikia.com/wiki/Down_the_White_Nile_UFAQ) [Michael Boggs]
Can the Runner trash a mix of programs and hardware to Emergent Creativity?","Yes.","False"
"emp_device","2017-05-01","","####UFAQ [Damon Stone]
Can the Corp rez any pieces of ice after the Runner uses EMP Device if the Corp has already rezzed ice during the run?","Yes, EMP Device only restricts how much ice the Corp can rez from the time it is used until the end of the run.

After the Runner uses EMP Device, the Corp rezzes [Howler](/en/card/03016). Can Howler’s subroutine still install a bioroid behind itself? Is the Howler still trashed?","False"
"emptied_mind","2017-05-02","","####UFAQ [Damon Stone]
If the Runner starts their turn with [Out of the Ashes](/en/card/10080) in their heap and Emptied Mind installed, does the Runner still gain <span class=""icon icon-click""></span> if during the run from Out of the Ashes they discard all the cards in grip to using Faust?","Yes, Emptied Mind checks the number of cards in grip when its ability resolves. If other simultaneous effects are triggered before Emptied Mind, then the check will wait until those effects are fully resolved.","False"
"en_passant","2022-04-22","","Can the Runner play [En Passant](https://netrunnerdb.com/en/card/31003) to trash a piece of ice that was passed while rezzed and then subsequently derezzed, such as by playing [Emergency Shutdown](https://netrunnerdb.com/en/card/31016)?","Yes. [En Passant](https://netrunnerdb.com/en/card/31003) only cares about the current rezzed or unrezzed status of its target and whether it was passed during the Runner’s last run, not whether it happened to be rezzed at any point during that run.","False"
"encore","2017-04-21","","####UFAQ [Michael Boggs]
Can the Runner play two Encores on the same turn?","If the Runner has enough clicks in a single turn to run successfully on R&D, HQ, and Archives then play two Encores, then the Runner takes two additional turns after that one.","False"
"endless_hunger","2017-04-09","Endless Hunger can only break subroutines that read exactly “<span class=""icon icon-subroutine""></span> End
the run.” It cannot break subroutines that use the words “end the
run” as only part of its effect, e.g. on [Tsurugi](/en/card/04074) or [Pop-up Window](/en/card/02056). [Official FAQ]","","","False"
"endurance","2022-09-21","","How big is *[Endurance](/en/card/33025)* compared to the ships depicted on [Ob Superheavy Logistics](/en/card/33057)?","There are two tanker ships in the foreground of [Ob Superheavy Logistics](/en/card/33057) with large white cylindrical tanks. *[Endurance](/en/card/33025)* is about one-twelfth the length of those ships, smaller than the radius of one of the tanks.","True"
"enforcing_loyalty","2017-04-12","","####UFAQ [Michael Boggs]
Can Enforcing Loyalty be used to trash installed Corp cards?","Yes. There are no Corp cards that have factions that match the factions of Runner identities.

Do neutral cards match the faction of any Runner's identity?","False"
"engram_flush","2020-04-10","","####[NISEI](https://nisei.net) [Uprising Release Notes](https://nisei.net/files/Uprising_Release_Notes.pdf) [NISEI Rules Team]
If the Corp uses Marcus Batty to resolve a subroutine with Engram Flush, can they trash a card from the grip?","If an encounter with Engram Flush is in progress and its conditional ability has resolved, the Corp can trash a card of the chosen type, regardless of whether the subroutine is resolving due to the normal progression of a run or because of a card ability. If a subroutine on Engram Flush resolves outside of an encounter with it, or during an encounter in which no card type was chosen (perhaps due to Hunting Grounds's first ability), the Corp only reveals the grip and cannot trash anything.

If the Corp is playing Harishchandra Ent. and the Runner is tagged, can the Corp reveal the grip and trash a card with Engram Flush?","False"
"enhanced_vision","2017-04-09","The revealed card is no longer revealed during the access phase; it
immediately returns to its unrevealed state after the Corp shows the
card to the Runner. [Official FAQ]","","","False"
"envelopment","2022-11-20","","If the Corp trashes a piece of ice (such as [Envelopment](/en/card/33060)) while the Runner is encountering it, then installs a new piece of ice protecting the same server with [Ob Superheavy Logistics](/en/card/33057), where is the Runner’s position relative to the newly installed ice?","The Runner is inward from the new ice, so they will not approach it. When ice is uninstalled during a run, the Runner and all ice protecting the server immediately “collapse” their positions toward the root of the server. Ice cannot “jump in front of ” the Runner by trashing and installing midrun.","True"
"esa_afontov_eco_insurrectionist","2022-09-10","","Can the Corp look at the cards that are being trashed while resolving sabotage?","No, the Corp must choose which cards to trash first, and then all cards are trashed simultaneously. The Corp can look at the trashed cards from R&D in Archives after all trashes from sabotage have been resolved.","True"
"esa_afontov_eco_insurrectionist","2022-09-10","","If the Corp has only 1 card in HQ and must sabotage 2, can they choose to “trash 2 cards from HQ” in order to only trash the 1 card in HQ?","No, the Corp must trash 2 cards if possible. The Corp must trash the remaining card from R&D.","True"
"esa_afontov_eco_insurrectionist","2022-09-10","","If the Corp has only 1 card in R&D and must sabotage 2, can they choose to “trash 2 cards from R&D” in order to only trash the 1 card in R&D?","No, the Corp must trash 2 cards if possible. The Corp must trash the remaining card from HQ.","True"
"esa_afontov_eco_insurrectionist","2022-09-10","","What if the Corp has only 1 card total in HQ and R&D and must sabotage 2?","The Corp trashes all cards from HQ and R&D.","True"
"esa_afontov_eco_insurrectionist","2022-09-10","","Does the Runner gain a credit when they sabotage and have [Demolisher](/en/card/26002) installed?","No, the Corp is trashing the cards when resolving a sabotage effect.","True"
"estelle_moon","2017-05-02","","####UFAQ [Michael Boggs]
If Estelle Moon has 3 power counters, does the Corp draw 1 card and gain 6<span class=""icon icon-credit""></span> or draw 3 cards and gain 6<span class=""icon icon-credit""></span>?","The latter.","False"
"eureka","2017-04-09","The Runner can install the card even if they cannot lower
the install cost by 10 credits (the “if able” only refers to the install
action). [Official FAQ]","","","False"
"exclusive_party","2017-05-02","","####UFAQ [Damon Stone]
Does the Runner gain 1<span class=""icon icon-credit""></span> for the played copy of Exclusive Party?","No. Events are not trashed until they finish resolving.

Does ""Limit 6 per deck."" apply during a draft?","False"
"executive_functioning","2017-05-02","","####UFAQ [Michael Boggs]
Does the trace for the subroutine on Executive Functioning need to be successful to do the brain damage?","Yes. Interpret the text as if it said ""If successful"".","False"
"executive_search_firm","2017-05-01","","####UFAQ [Damon Stone]
If the Runner accesses an Alliance card from HQ, is the Corp required to tell the Runner how much influence that card is worth in their deck? What about if the Runner accesses an Alliance card from R&D?","No. It is assumed that the Corp's deck is legal, and the influence value on the card is irrelevant for the purposes of gameplay.

What happens if the Corp no longer has enough cards in their deck to satisfy the Alliance requirement for a card due to cards being removed from the game?","False"
"exer","2021-10-10","","If the Runner steals an agenda with their first R&D access and uses [Pantograph](/en/card/30023) to install [eXer](/en/card/21041), can they access another card?","No. The limit to how many cards the Runner can access from R&D is determined at the beginning of breaching R&D. If an ability that would modify a breach, such as [eXer](/en/card/21041)’s ability, becomes active after the Runner has accessed a card, then it is too late to affect that breach.","False"
"fairchild_1_0","2017-04-12","","####UFAQ [Damon Stone]
What happens if the Runner has no installed cards or no credits when encountering Fairchild 1.0?","When one of Fairchild 1.0's subroutines resolves, the Runner must follow the instructions to the extent that they are able. So if they have no credits, they will need to trash an installed card. If they have no installed cards, they will be forced to pay a credit. If they have neither credits nor installed cards, they will not be able to fulfill the instruction at all, so the subroutine does nothing.","False"
"fairchild_2_0","2017-04-12","","####UFAQ [Michael Boggs]
If the Runner has exactly 1<span class=""icon icon-credit""></span> when Fairchild 2.0’s first subroutine resolves, what happens? What if the Runner has no installed cards?","The Runner must choose an option they are able to fulfill if possible. If they don’t have 2<span class=""icon icon-credit""></span>, they must trash an installed card. If the Runner doesn’t have any installed cards, they can’t fulfill either option, so they get to keep their 1<span class=""icon icon-credit""></span>.","False"
"false_lead","2017-04-09","False Lead cannot be forfeited unless the Runner can lose 2 clicks. [Official FAQ]","","","False"
"false_lead","2017-04-09","The Corp can forfeit 2 copies of False Lead at 1.1 to force the Runner
to lose 4 clicks. The turn advances to the Runner’s discard phase
after 1.2 resolves and the Runner has no clicks. [Official FAQ]","","","False"
"false_lead","2020-04-23","","####[NISEI](https://nisei.net) [Uprising Release Notes](https://nisei.net/files/Uprising_Release_Notes.pdf) [NISEI Rules Team]
This card is a reprint. Has anything changed about how False Lead works?","No. The original wording of False Lead used an “if able” clause to accomplish the same thing as the condition in the new wording, but we feel that the new wording is much clearer.","False"
"fast_break","2022-07-08","","####[ANCUR](https://twitter.com/anr_ruleswiki) [UFAQ 24](http://ancur.wikia.com/wiki/Reign_and_Reverie_UFAQ) [Michael Boggs]
When the Corp plays Fast Break, do they draw cards until either they have drawn X cards or they wish to stop? What about for the installs?","The Corp must decide how many cards they will draw (any number from 0 to X), then draw that many cards. They cannot see the cards as they draw them, then use this information to decide when to stop drawing. The same is true for the installs; first the Corp decides how many cards they will install, then they install that many cards one at a time.

Audited by NISEI Rules (2022.07).","True"
"faust","2017-04-28","NAPD Most Wanted List - Level 3: Each copy of this card costs 3 universal influence, which is separate & in addition to the normal printed influence, and counts against all Identities influence limits, even those in the same faction. [MWL v1.2]","","","False"
"fear_the_masses","2017-05-02","","####UFAQ [Damon Stone]
When does the Runner reveal extra copies of Fear the Masses to force the Corp to trash additional cards?","The Runner reveals the other copies during the access cards step (4.5) before any cards have been trashed from Fear the Masses' effect.

Does ""Limit 6 per deck."" apply during a draft?","False"
"femme_fatale","2022-04-23","","Does [Femme Fatale](https://netrunnerdb.com/en/card/31022) need to match strength to use its bypass ability?","No, the bypass ability does not have an interface flag, so there is no prerequisite of matching the strength of the encountered ice in order to use that ability.","False"
"femme_fatale","2022-04-23","","Can you use the credits hosted on [Cyberfeeder](https://netrunnerdb.com/en/card/25008) to pay for [Femme Fatale](https://netrunnerdb.com/en/card/31022)’s bypass ability?","Yes. Since the bypass ability is an optional ability, you are considered to be using the ability. The credits from [Cyberfeeder](https://netrunnerdb.com/en/card/25008) can be spent to pay for the use of that ability.","False"
"femme_fatale","2022-04-23","","When [Femme Fatale](https://netrunnerdb.com/en/card/31022) is reinstalled, can the ice chosen when [Femme Fatale](https://netrunnerdb.com/en/card/31022) was first installed be bypassed with [Femme Fatale](31022)’s ability?","No, the choice of ice is only retained for as long as [Femme Fatale](https://netrunnerdb.com/en/card/31022) is installed. When it is uninstalled, the choice is forgotten. When you reinstall [Femme Fatale](https://netrunnerdb.com/en/card/31022), it can only bypass the ice chosen during its most recent installation.","False"
"femme_fatale","2022-04-23","","When an ice chosen for [Femme Fatale](https://netrunnerdb.com/en/card/31022)'s ability is uninstalled, can it be bypassed with [Femme Fatale](https://netrunnerdb.com/en/card/31022)'s ability after it has been reinstalled later in the game?","No. The newly installed ice is a different game object than the originally installed ice. The chosen ice in [Femme Fatale](https://netrunnerdb.com/en/card/31022)’s ability only applies to the original object, which doesn’t exist anymore.","False"
"fencer_fueno","2019-04-27","","####[NISEI](http://nisei.net) [Downfall Release Notes](http://nisei.net/products/Downfall/DFReleaseNotes#QandAforDownfall) [NISEI Rules Team]
What are the applicable uses for credits on Fencer Fueno other than trashing accessed cards? Can the Runner use the credits to break the subroutine when accessing Archangel?","Once a run becomes successful, the credits on Fencer Fueno become available for the Runner to spend for any purpose until that run ends. The Runner can feel free to spend the credits on anything as if they were in their credit pool, including but not limited to the trace from Ash 2X3ZB9CY, the psi game from The Future Perfect, or even using a Self-Modifying Code during an access encounter with Archangel.","False"
"fermenter","2021-10-11","","Can the Corp use [Cyberdex Virus Suite](/en/card/07027) in the middle of the Runner using [Fermenter](/en/card/30007) to stop them from gaining credits?","No. Paid abilities can only be used when a player has priority in a paid ability window, not in the middle of resolving another ability.","True"
"fetal_ai","2017-04-09","The Runner must pay the 2<span class=""icon icon-credit""></span> to steal Fetal AI from Archives. [Official FAQ]","","","False"
"film_critic","2017-04-09","After Film Critic’s ‘when accessed’ ability resolves, any remaining
‘when accessed’ abilities are non-resolvable. [Official FAQ] [So for example, [Fetal AI](/en/card/02032)'s 2 net damage does not trigger.]","","","False"
"film_critic","2017-04-09","An agenda hosted on Film Critic is not considered to be stolen. An
agenda added to the score area from Film Critic is not considered to
be stolen. [Official FAQ] [At neither step does the Runner have to pay the credit cost for [Fetal AI](/en/card/02032) or [NAPD Contract](/en/card/04119), or 'play the psi game' on [The Future Perfect](/en/card/05007). Also, neither step satisfies the requirement to play [Midseason Replacements](/en/card/02116) or [Punitive Counterstrike](/en/card/04079).]","","","False"
"film_critic","2017-04-09","The Runner cannot voluntarily trash an agenda hosted on Film
Critic, even if the Runner accesses another agenda. [Official FAQ]","","","False"
"film_critic","2017-04-09","Film Critic can only host an agenda through its ‘when accessed’
ability. [Official FAQ]","","","False"
"financial_collapse","2017-04-12","","####UFAQ [Michael Boggs]
Can the Corp play Financial Collapse while there are no installed resources?","No.

The Runner is playing [Armand ""Geist"" Walker](/en/card/08063), and [Fall Guy](/en/card/04106) and [Tech Trader](/en/card/10023) are the only installed resources. If the Corp plays Financial Collapse, can Geist attempt to trash Tech Trader for Financial Collapse, then prevent the trash with Fall Guy? What happens?","False"
"find_the_truth","2017-04-12","","####UFAQ [Michael Boggs]
If Adam starts the game with Find the Truth in play, does the Runner reveal his or her starting hand to the Corp?","No. The directives start the game installed, but during set up they are not active.","False"
"find_the_truth","2022-04-24","","Can the Runner choose to look at the top card of R&D with [Find the Truth](https://netrunnerdb.com/en/card/11047) before using [Steve Cambridge](https://netrunnerdb.com/en/card/13001)?","Yes. Both abilities meet their trigger conditions at the same time, so the Runner chooses the order to resolve them.","False"
"flame_out","2018-08-01","","####[ANCUR](https://twitter.com/anr_ruleswiki) [UFAQ 24](http://ancur.wikia.com/wiki/Reign_and_Reverie_UFAQ) [Michael Boggs]
Can the Runner use credits hosted on Flame-out to pay the install cost from using Self-Modifying Code?","No. Paying a program's install cost is not using that program, and Self-Modifying Code is no longer hosted on Flame-out when the program is being installed, so neither card can meet the requirements to use credits from Flame-out.","False"
"flashbang","2017-07-21","","####[ANCUR](https://twitter.com/anr_ruleswiki) UFAQ [Michael Boggs]
Does Flashbang have to match the strength of a sentry in order to derez it?","Yes. Derezzing is a form of interacting with a piece of ice, and icebreakers must match strength to interact with ice.","False"
"flip_switch","2019-04-27","","####[NISEI](http://nisei.net) [Downfall Release Notes](http://nisei.net/products/Downfall/DFReleaseNotes#QandAforDownfall) [NISEI Rules Team]
Does the Runner still have to pay the additional cost from Port Anson Grid if they use Flip Switch to jack out from a run on its server?","Yes. When the ability on Flip Switch resolves, the Runner must trash a program to jack out. If they do not trash a program, they do not jack out.

Does the third ability on Flip Switch trigger Armand “Geist” Walker?","False"
"flower_sermon","2020-04-10","","####[NISEI](https://nisei.net) [Uprising Release Notes](https://nisei.net/files/Uprising_Release_Notes.pdf) [NISEI Rules Team]
How does Flower Sermon interact with Daily Business Show?","If Flower Sermon's ability is the first time the Corp would draw cards in a turn, and no other relevant effects apply, then the Corp reveals the top card of R&D, then looks at the top 3 cards of R&D. They put one of those 3 cards on the bottom of R&D and draw the other 2. Finally, they put a card from HQ (which could be one of the drawn cards or another card) on top of R&D.

What happens if the Corp uses Jinja City Grid to reveal and install all the cards they would draw while resolving Flower Sermon's ability?","False"
"forged_activation_orders","2022-04-23","","Does the Corp have to pay the rez cost of ice rezzed due to [Forged Activation Orders](https://netrunnerdb.com/en/card/31017)?","Yes. Install, rez, and play costs must always be paid, as well as any additional costs that apply, unless the ability that allows a player to install, rez, or play a card specifically says otherwise.","False"
"forged_activation_orders","2022-04-23","","Can the Corp rez [Akitaro Watanabe](https://netrunnerdb.com/en/card/01079) in response to Forged Activation Orders?","No, the Corp cannot rez [Akitaro Watanabe](https://netrunnerdb.com/en/card/01079) in response to a [Forged Activation Orders](https://netrunnerdb.com/en/card/31017) being played. The effect of [Forged Activation Orders](https://netrunnerdb.com/en/card/31017) is immediately resolved unless prevented or avoided.","False"
